ingredientes,Caloric Value,Carbohydrates,Protein,Fat,label
"lamb shank raw, lingcod raw, white bread toasted",1208,15.4,131.0,65.0,0
"sesame seeds toasted, longan, spinach spaghetti cooked, amaranth leaves",235,40.300000000000004,8.509,4.851,1
"beets cooked, acorn dried, coho salmon raw, ramen noodle soup dry",791,74.1,45.79999999999999,34.485,0
"sliced turkey breast, potato chips reduced fat, monterey cheese low fat, muesli master crumble",1292,119.4,48.8,62.8,0
"roselle, sweet pickles, powerade coca cola, meatless chicken",559,48.599999999999994,41.1,22.508999999999997,1
"sauvignon blanc white wine, scallops cooked, muesli with fruit nuts, celtuce",362,49.5,6.571,3.546,1
"fish sandwich, pork heart cooked, pasta with tomato sauce",956,94.4,62.400000000000006,36.5,0
"bean with bacon soup, instant coffee powder decaffeinated, onion rings fried",139,20.599999999999998,6.0,3.769,1
"bacon ranch salad mcdonalds, prune plums dried",697,100.9,30.8,20.6,1
"peanuts raw, mustard greens raw",843,26.1,39.300000000000004,72.10000000000001,0
"glazed donut, soy flour roasted, feta cheese, beef flank steak raw",557,36.0,40.7,30.3,1
"pork leg cap steak cooked, lamb shank raw, white grapefruit, rice bowl with chicken",1333,26.200000000000003,141.0,70.4,0
"egg custard, smoothie high protein creamy chocolate slimfast, salmon fish oil, caramel custard flan",970,102.8,40.1,42.300000000000004,0
"white icicle radish, peppercorn dressing",90,3.1,1.3,8.299999999999999,1
"whiting cooked, pork blade roll roasted",1163,1.4,81.9,89.5,0
"new zealand spinach cooked, french dressing fat free",43,8.899999999999999,2.3099999999999996,0.324,1
"pita bread, snickers mars",445,68.5,9.8,14.299999999999999,1
"american grapes, drumstick leaves cooked, pink salmon canned, peanut bar",766,24.099999999999998,89.33500000000001,34.387,0
"crayfish raw, turkey ham",41,0.3,6.1,1.6480000000000001,1
"sisymbrium seeds, purslane raw",244,44.6,9.9,3.6,1
"french fries, rice bowl with chicken, mexican cheese, ground emu raw",522,12.399999999999999,56.10000000000001,27.199999999999996,1
"mustard, maitake mushrooms",3,0.372,0.21600000000000003,0.21700000000000003,1
"wheat germ toasted, whole wheat bread, oriental radish dried, portabella mushrooms grilled",592,117.4,25.799999999999997,7.2,1
"lime juice, quail meat cooked, roquefort cheese dressing",1104,20.799999999999997,115.5,65.19999999999999,0
"meatless meatloaf, onion rings burger king",489,44.2,15.3,28.0,1
"maple syrup, glutinous white rice raw, mountain yam cooked",856,193.5,15.19,1.147,0
"instant coffee with water decaffeinated, butterfish raw, molasses, chocolate cream pie",410,48.99999999999999,8.299999999999999,21.868000000000002,1
"whiting raw, hamburger mcdonalds, ham patties",539,29.900000000000002,37.400000000000006,29.1,1
"instant white rice raw, laver seaweed, yellow beans cooked, scots kale cooked",653,130.3,26.3,3.312,1
"granulated sugar, witloof chicory, lamb leg cooked",709,6.300000000000001,68.2,43.731,0
"jews ear, artichoke raw, turbinado sugar",103,24.8,4.7,0.29500000000000004,1
"whiskey, cuttlefish raw, corn cooked, gouda cheese",279,22.5,15.1,9.4,1
"okra, swiss chard cooked",39,8.1,3.5,0.182,1
"chrysanthemum raw, spanish tomato sauce, ginger ground",99,20.5,5.4,1.043,1
"turnip greens canned, trail mix, yokan, lamb leg cooked",886,26.0,74.3,52.922000000000004,0
"hoisin sauce, cracked wheat bread",109,21.1,3.0,1.6,1
"american grapes, whole wheat dry",98,21.5,3.1350000000000002,0.6869999999999999,1
"chuck eye steak grilled, bluefish raw, danone low fat alsafi",1127,0.089,107.0,68.60000000000001,0
"spinach egg noodles cooked, beef salami cooked",279,39.3,11.399999999999999,8.3,1
"ocean perch cooked, milkfish cooked, tomato soup",200,22.5,18.900000000000002,3.9999999999999996,1
"enchilada with cheese beef, lychee, pupusas con queso",629,58.300000000000004,25.624000000000002,33.116,1
"ostrich fan raw, soybean cooked, cisco smoked",445,17.1,51.7,21.1,1
"beef empanada, hamburger mcdonalds",549,56.6,22.4,25.9,1
"beef round steak cooked, milky way mars",649,41.3,67.1,22.1,1
"white rice pasta raw, roggenmischbrot sonnenblumenkerne aldi, mixed vegetables canned",770,140.3,18.8,7.699999999999999,0
"breadnut tree seeds raw, corn grits dry, goose meat cooked",524,20.8,37.60000000000001,31.2,1
"black beans cooked, baking powder, colby cheese, peas raw",791,66.0,49.9,37.8,0
"coconut granola bar, chili without beans canned",433,30.2,19.6,26.1,1
"shrimp fried, orange pineapple juice",67,8.4,1.4000000000000001,3.2800000000000002,1
"pecan shortbread cookies, turkey gravy instant, pork tenderloin raw",709,12.1,105.8,23.4,1
"onion rings fried, yogurt parfait",152,26.400000000000002,5.3,3.1,1
"soy proteins concentrate, adobo fresco, water dannon",873,60.800000000000004,23.8,60.300000000000004,0
"caramel custard flan, wine light, ginger ale",585,88.9,14.0,12.3,0
"japanese persimmon dried, persimmon",125,33.4,0.7,0.30000000000000004,1
"meatless meatloaf, egg substitute, italian salami, octopus cooked",407,13.1,63.3,10.5,1
"pork meat raw, glutinous white rice raw, cashew nuts roasted",1038,160.1,20.299999999999997,33.900000000000006,0
"golden raisins, veal meat raw",1151,131.2,93.39999999999999,31.5,0
"pita bread, beef vegetable soup, fontina cheese, mayonnaise light",741,51.9,41.132,40.5,0
"egg yolk raw, prunes canned",301,65.69999999999999,4.7,5.0,1
"cocoa butter oil, bean ham soup",318,33.5,10.3,16.1,1
"english muffin whole wheat toasted, mulberries",141,28.4,6.1000000000000005,1.4489999999999998,1
"margarine spread, eastern oyster cooked, kamut cooked",318,53.2,11.882,8.5,1
"french toast sticks burger king, chicken nuggets, asparagus raw",136,12.2,4.8,7.837,1
"green turtle raw, scots kale cooked, yellow corn raw",667,130.6,23.7,8.5,1
"taco with chicken cheese lettuce, potato flour, veal kidneys cooked",1056,152.3,72.4,17.1,0
"basil fresh, vivaldi potatoes sainsburys",25,0.2,0.2,0.189,1
"mushrooms raw, cola coca cola, whitefish smoked, lima beans cooked",529,80.49999999999999,48.7,2.2,1
"yokan, beets raw, cornmeal yellow",675,146.2,13.899999999999999,2.922,0
"chaptti roti indian bread, strawberries, rye dinner roll, luncheon meat pork beef",717,24.489,14.91,13.068999999999999,0
"snapper raw, jerusalem artichokes",328,26.2,47.7,2.947,1
"beef flank steak cooked, millet cooked",587,41.2,57.9,19.2,1
"nance syrup, blue crab cooked",75,0.8,15.228,0.602,1
"grapefruit juice, vanilla fudge with nuts",219,43.8,2.0,4.1,1
"beef top sirloin steak raw, cream of onion soup, cream cheese fat free",1509,33.1,132.9,90.3,0
"lima beans canned, raspberries canned, pork stomach cooked, ostrich tenderloin raw",572,95.72899999999998,38.9,5.5,1
"savoury noodle one pan dinner tandaco, ostrich fan raw",271,5.5,18.5,3.5,1
"cranberry beans canned, fenugreek seeds, fish fillet fried, clams raw",658,69.3,63.599999999999994,14.799999999999997,1
"cornnuts, ground bison cooked, anchovy canned in oil, coconut granola bar",732,35.9,68.7,35.5,0
"clif bar, onion raw",251,48.2,10.4,4.048,1
"wine light, chicken nuggets, garden cress raw",137,5.2,3.5,4.162,1
"anejo cheese, greek yogurt",592,12.2,45.6,40.300000000000004,1
"gingersnap cookies, falafel",86,10.8,2.6999999999999997,3.7,1
"pulled pork in barbecue sauce, sour cherries canned, salmon cooked",1340,95.30000000000001,113.4,55.3,0
"chocolate milk dessert, rice cracker cake",340,74.6,7.9,2.5999999999999996,1
"pineapple, apple, rye bread",223,52.400000000000006,3.7,1.5,1
"coleslaw dressing, spinach cooked, pasta with sliced franks in tomato sauce",330,42.599999999999994,16.4,11.8,1
"hoisin sauce, black walnut dried, dar vida swiss original",182,8.1,1.7,6.6,1
"pinyon pine nuts dried, fruit fried pie, black tea",407,55.21,3.883,20.673000000000002,1
"danish pastry with nuts, green pea soup",600,81.4,21.299999999999997,22.099999999999998,1
"yellowtail raw, watermelon seed kernels dried, instant white rice raw, strawberry guava",1513,95.7,124.51000000000002,71.708,0
"ground lamb cooked, banana bread",1072,31.1,80.0,67.5,0
"lamb lungs cooked, cisco raw",508,0.0,90.7,13.3,1
"chopped ham, veal kidneys cooked",350,1.2,53.0,13.3,1
"sheanut oil, brussels sprouts raw, yellowtail cooked",2481,1.7,87.19999999999999,237.677,0
"arroz con grandules, cheese bread, serrano pepper, cream of chicken soup",634,75.30000000000001,15.1,30.275,0
"clam chowder soup, margarine",256,24.518,4.437,15.9,1
"poached egg, blue crab cooked",143,0.4,21.5,5.3,1
"quail egg, italian dressing, vegetable juice",102,12.98,2.732,4.3,1
"chicken crispy drumsticks kentucky fried chicken, spaghetti with meatballs, sweet green peppers canned",381,32.9,21.6,18.699999999999996,1
"japanese cabbage, quail meat cooked, chicken liver cooked",1149,9.0,127.4,66.9,0
"eastern oyster canned, jews ear, beets cooked, pork leg cap steak raw",441,18.0,62.699999999999996,11.980000000000002,1
"veal lungs cooked, grape leaves canned, vanilla pudding",527,37.199999999999996,59.60000000000001,14.200000000000001,1
"cottage cheese low fat, sour pickles, corn grits dry",216,17.3,29.2,2.8,1
"tamale navajo, breadnut tree seeds raw, drumstick pods cooked",388,56.5,15.899999999999999,11.9,1
"nacho cheese tortilla chips low fat, beef lungs cooked",454,18.5,64.2,12.2,1
"papaya nectar, pork gravy powder, porterhouse steak raw, turnips cooked",1372,48.49999999999999,83.69999999999999,92.19999999999999,0
"hungarian pepper, tap water, corn flour whole grain",430,91.7,8.299999999999999,4.6,0
"squid raw, hoisin sauce",61,8.0,4.9,0.9,1
"egg large, scrambled eggs, wild rice raw, caesar salad mcdonalds",903,129.9,36.9,23.0,0
"chicken box mcdonalds, chum salmon raw",73,5.5,0.8,4.1,1
"catjang cowpeas raw, beef tripe cooked",653,101.3,49.8,6.9,1
"turkey roast roasted, shark fin soup",308,12.299999999999999,35.7,12.1,1
"beef plate steak raw, ground ostrich raw, pasta cooked, waffle toasted",1201,74.5,84.0,61.9,0
"beets cooked, butternut squash cooked, sesame butter",196,29.8,5.5,8.385,1
"sprouted soybean raw, mango nectar",213,39.6,9.5,4.9,1
"beef brisket cooked, graham crackers, corn tortilla, peanuts chocolate coated",1017,77.2,53.699999999999996,54.1,0
"horseradish, peas carrots cooked",79,16.8,4.9030000000000005,0.7849999999999999,1
"nance, chicken skin roasted",590,19.0,23.5,46.9,1
"chicken crispy wings kentucky fried chicken, danish pastry with fruit, dinner roll",559,63.1,16.4,27.8,1
"sunflower seeds dried, pork meat raw",448,9.2,12.2,42.3,0
"hummus, honey cereali general mills, gjetost cheese, wheat bran bread",1686,166.5,37.1,91.3,0
"dulce de leche, cream of onion soup, baby zucchini",330,42.5,8.3,14.289000000000001,1
"mace ground, corn pudding, coriander seeds",358,46.1,11.7,14.6,1
"popcorn air popped, dolphinfish cooked",204,6.2,38.7,1.7999999999999998,1
"nectarine, japanese chestnuts roasted, pork carcass raw",1829,28.6,65.5,159.79999999999998,0
"english muffin with butter, acorn raw",299,41.9,6.6000000000000005,12.6,1
"veal breast raw, english muffin with cheese sausage, fish stock, maitake mushrooms",1348,27.372,98.81600000000002,91.117,0
"millet cooked, salsify cooked, asparagus cooked",302,62.5,10.2,1.974,1
"t bone steak raw, tomato soup, sweet sour dressing",1152,23.1,87.982,77.0,0
"yellow snap beans cooked, onion rings fried, apple dried, lamb lungs cooked",647,51.8,79.0,14.0,1
"baby carrots, crispy chicken drumstick kentucky fried chicken, anise seeds",82,2.3,11.031,3.3529999999999998,1
"pork arm picnic cooked, tapioca pearls, peach nectar",5961,164.5,561.0999999999999,324.093,0
"mushroom barley soup, egg white delight mcdonalds",436,29.3,4.6,21.5,1
"savory ground, sweet potato canned, instant coffee with water decaffeinated, dulce de leche",636,145.8,7.874,2.729,0
"rice bran bread, fruchtcocktail granini, cranberry beans raw",821,129.79999999999998,47.3,4.0,0
"nacho cheese tortilla chips, quarter pounder mcdonalds, ground beef cooked, kung pao chicken",1727,97.60000000000001,120.8,95.0,0
"scup raw, sweet potato raw",286,26.2,33.3,4.502,1
"naranjilla lulo pulp, cusk cooked, cranberry beans raw",789,124.19999999999999,68.5,3.5,0
"white rice steamed, cornstarch, arugula",692,162.2,5.0,0.53,0
"caraway seeds, potatoes canned, peach nectar",279,62.7,5.4,2.5999999999999996,1
"carrots raw, coleslaw, classique yogurt plain 2 liberte, baking soda",347,35.9,5.7,20.2,1
"pinot blanc white wine, wild plum, cracked wheat bread, corn tortilla",392,62.89999999999999,4.699999999999999,2.1,1
"luncheon meat beef, chinese noodles, burrito with beans cheese beef, northern pike raw",979,131.70000000000002,85.6,9.694,0
"ginger ale, beef pork bologna, corned beef cooked",213,19.106,8.399999999999999,11.4,1
"nachos with cheese jalapeno peppers, mustard spinach raw, yellowtail raw, premium crispy chicken classic sandwich mcdonalds",1711,124.60000000000001,134.4,74.2,0
"rowan, hamburger burger king",511,81.0,19.9,15.0,1
"cottage cheese low fat, pummelo, danish pastry with cheese",564,46.800000000000004,34.8,26.96,1
"mcchicken mcdonalds, drumstick pods cooked, beef round steak cooked, roast beef sandwich with cheese",1258,91.7,113.2,47.6,0
"caesar dressing low calorie, oriental radish dried, italian dressing fat free",338,77.5,9.328,1.6,0
"toffee, bakers yeast dry, vinegar, oyster fried",144,16.189,3.8000000000000003,7.199999999999999,1
"english muffin toasted, fontina cheese",560,29.099999999999998,33.0,34.7,1
"chicken neck cooked, goose fat, vanilla wafers low fat, beef meat canned",603,58.9,20.7,32.0,1
"lamb shank roasted, winged beans cooked",858,25.7,89.3,43.5,0
"gouda cheese, crab cake, breadsticks, carrots raw",388,28.6,21.900000000000002,20.6,1
"corned beef cooked, cheese spread",761,8.406,20.8,72.6,0
"caesar salad mcdonalds, plantain cooked",273,57.1,8.0,4.7,1
"mayonnaise hellmanns, teff raw, chicory roots, plantain fried",804,159.587,27.023,7.1,0
"cornstarch, rosemary dried, veal shank raw, radish pickled",1047,125.39999999999999,88.98100000000001,16.53,0
"sweet sour pork, prairie turnips boiled, meatless chicken fried, american shad raw",722,18.599999999999998,60.3,44.186,0
"yoplait light strawberry yogurt yoplait, chicken soup",253,16.974,12.4,6.5,1
"ocean perch cooked, japanese somen noodles dry, waxgourd cooked, vanilla soymilk",299,40.6,21.1,5.8,1
"pork sirloin chops raw, muesli master crumble",1214,4.5,207.9,25.7,0
"claret red wine, acerola cherry juice, beef rib roasted",416,16.0,16.5,19.8,1
"double hamburger, whole wheat bread, tabasco sauce",1071,75.006,56.045,61.102000000000004,0
"salsa sauce, trout raw, spiny lobster cooked",355,6.3,59.699999999999996,8.439,1
"mushrooms cooked, tortilla",511,106.7,17.7,2.5999999999999996,1
"pork meat raw, prairie turnips raw, limeade",327,38.6,2.9,18.629,1
"multigrain cheerios general mills, chocolate, rosemary dried",216,26.6,1.719,14.205,1
"chuck eye steak raw, general tsos chicken, mayonnaise imitation fat free, duck egg",2577,131.8,150.443,160.3,0
"cola light coca cola, rum",49,0.0,0.0,0.0,1
"drum raw, cabbage cooked",271,8.3,36.6,9.819,1
"eastern oyster canned, artichoke raw",170,19.8,15.600000000000001,4.2,1
"breadnut tree seeds dried, beef tenderloin steak raw, longans dried",997,128.3,46.027,32.591,0
"hotcakes with syrup mcdonalds, turkey steak fried",780,112.7,18.1,28.6,0
"chicory roots, lime",85,22.9,1.8,0.30000000000000004,1
"steak sandwich, teff cooked, white wine, chickpeas cooked",1104,150.8,54.7,19.9,0
"soy oil, sausage biscuit mcdonalds",560,31.8,11.3,43.3,0
"prune plums canned, lemon lime soda",178,45.4,0.5,0.075,1
"turkey bacon cooked, cherry pie, cranberry orange relish, tilefish raw",1660,198.89999999999998,97.69999999999999,54.099999999999994,0
"feta cheese, chicken wing cooked, vegetable soup, avocado",713,48.8,18.799999999999997,53.5,0
"gingersnap cookies, rockfish raw",201,5.4,35.5,3.3,1
"pumpkin cooked, baby carrots, crookneck squash cooked",88,20.0,3.7310000000000003,0.953,1
"acorn squash raw, bran flakes, almond paste, pastrami beef",1447,185.9,43.3,68.3,0
"crayfish cooked, veal brain cooked",486,0.0,43.9,33.0,1
"energy drink red bull, veal sirloin cooked, potato cooked",680,38.5,66.39999999999999,26.906,1
"cherries, alaska king crab cooked",135,1.3,25.968,2.156,1
"beef top loin filet grilled, oats, drumstick leaves raw",375,9.1,40.7,20.0,1
"hamburger burger king, turkey liver cooked, ground lamb cooked",1244,26.5,106.5,76.2,0
"acorn squash cooked, peas onions canned, wakame, cream cheese",263,48.3,9.5,6.3,1
"cuttlefish cooked, white fibre wonder bread, bran flakes",271,50.7,16.7,2.2,1
"scots kale raw, potato salad with egg",421,46.1,6.800000000000001,23.9,1
"roe cooked, cream of rice coup, shallots raw, rum",252,32.800000000000004,10.9,2.561,1
"grape leaves, double cheeseburger",656,43.4,37.8,37.199999999999996,1
"french fries deep fried, swordfish raw, pork gravy powder, flounder raw",557,33.699999999999996,49.9,23.200000000000003,1
"spray dressing, prunes stewed",329,84.5,3.4699999999999998,1.6,0
"carrots cooked, tamale navajo, original chicken sandwich chick fil a, chili peppers canned",455,43.9,13.0,16.991999999999997,1
"veal pancreas cooked, premium crispy chicken club sandwich mcdonalds, donut with jelly filling, potato raw",1702,127.8,118.2,81.00000000000001,0
"chicken gumbo soup, herring kippered, romano cheese",219,17.0,16.700000000000003,9.100000000000001,1
"mock tender steak cooked, chicken rice soup, acerola cherry juice, butternuts dried",1054,39.1,65.1,77.2,0
"cottonseed kernels roasted, tamale navajo",1039,66.30000000000001,60.3,65.5,0
"fish fillet fried, granola",504,47.699999999999996,21.5,25.799999999999997,1
